ymdhm,0
2023-01-01 00:00:00,257.25699794938197
2023-01-01 00:10:00,257.1108723817443
2023-01-01 00:20:00,257.04651148281744
2023-01-01 00:30:00,256.95311323940217
2023-01-01 00:40:00,256.4144790092267
2023-01-01 00:50:00,256.4144790092267
2023-01-01 01:00:00,256.1606041694332
2023-01-01 01:10:00,256.09762117698705
2023-01-01 01:20:00,256.3583145333794
2023-01-01 01:30:00,256.54895123604706
2023-01-01 01:40:00,257.0531922440329
2023-01-01 01:50:00,257.26367871059745
2023-01-01 02:00:00,256.550311959046
2023-01-01 02:10:00,256.6134106368564
2023-01-01 02:20:00,256.6134106368564
2023-01-01 02:30:00,256.6134106368564
2023-01-01 02:40:00,256.550311959046
2023-01-01 02:50:00,256.550311959046
2023-01-01 03:00:00,256.4524719348731
2023-01-01 03:10:00,257.5982996390789
2023-01-01 03:20:00,257.61713427799623
2023-01-01 03:30:00,257.6350211641031
2023-01-01 03:40:00,257.51876386369804
2023-01-01 03:50:00,257.65114140384645
2023-01-01 04:00:00,257.7045202129037
2023-01-01 04:10:00,258.48956069826306
2023-01-01 04:20:00,258.6827143728352
2023-01-01 04:30:00,258.6827143728352
2023-01-01 04:40:00,258.7458130506456
2023-01-01 04:50:00,258.7458130506456
2023-01-01 05:00:00,258.78642180267576
2023-01-01 05:10:00,258.92484051764956
2023-01-01 05:20:00,258.92484051764956
2023-01-01 05:30:00,259.52465648881383
2023-01-01 05:40:00,258.79112513698584
2023-01-01 05:50:00,257.76434596463906
2023-01-01 06:00:00,256.0500059951293
2023-01-01 06:10:00,256.6082800244889
2023-01-01 06:20:00,256.6082800244889
2023-01-01 06:30:00,256.5631829063777
2023-01-01 06:40:00,256.4761617875932
2023-01-01 06:50:00,256.22940462798044
2023-01-01 07:00:00,256.09331092462014
2023-01-01 07:10:00,256.1084883523403
2023-01-01 07:20:00,255.48604596037114
2023-01-01 07:30:00,255.06384145477568
2023-01-01 07:40:00,255.15209002334356
2023-01-01 07:50:00,256.2625366308801
2023-01-01 08:00:00,256.588222613418
2023-01-01 08:10:00,256.4225084660113
2023-01-01 08:20:00,256.4225084660113
2023-01-01 08:30:00,255.15209002334356
2023-01-01 08:40:00,256.2625366308801
2023-01-01 08:50:00,256.4225084660113
2023-01-01 09:00:00,256.46080568167366
2023-01-01 09:10:00,256.46080568167366
2023-01-01 09:20:00,256.4013673877652
2023-01-01 09:30:00,256.4013673877652
2023-01-01 09:40:00,256.34168828096585
2023-01-01 09:50:00,256.4446868225016
2023-01-01 10:00:00,256.44025895509515
2023-01-01 10:10:00,256.45063029359807
2023-01-01 10:20:00,256.45063029359807
2023-01-01 10:30:00,256.6251834981779
2023-01-01 10:40:00,255.26148816055746
2023-01-01 10:50:00,255.63986437608082
2023-01-01 11:00:00,255.8841321065031
2023-01-01 11:10:00,255.8613020364806
2023-01-01 11:20:00,256.0132177168343
2023-01-01 11:30:00,257.07461458552547
2023-01-01 11:40:00,257.05921613853747
2023-01-01 11:50:00,255.1308611677513
2023-01-01 12:00:00,255.91808523499188
2023-01-01 12:10:00,256.1361130638655
2023-01-01 12:20:00,256.2478509455932
2023-01-01 12:30:00,256.1361130638655
2023-01-01 12:40:00,255.98998749622774
2023-01-01 12:50:00,255.86640312757865
2023-01-01 13:00:00,256.8893251144607
2023-01-01 13:10:00,255.5320550184481
2023-01-01 13:20:00,255.58559128834088
2023-01-01 13:30:00,255.28239209260937
2023-01-01 13:40:00,255.21398398201987
2023-01-01 13:50:00,255.12138183353252
2023-01-01 14:00:00,255.1349147250413
2023-01-01 14:10:00,256.35804404642323
2023-01-01 14:20:00,255.22751687352866
2023-01-01 14:30:00,255.5334250135333
2023-01-01 14:40:00,255.62469149180782
2023-01-01 14:50:00,256.04562054428544
2023-01-01 15:00:00,256.0574670312068
2023-01-01 15:10:00,256.2035925988445
2023-01-01 15:20:00,256.2035925988445
2023-01-01 15:30:00,256.2035925988445
2023-01-01 15:40:00,257.2649894675356
2023-01-01 15:50:00,255.36878809322343
2023-01-01 16:00:00,255.9466526320525
2023-01-01 16:10:00,255.9466526320525
2023-01-01 16:20:00,255.9466526320525
2023-01-01 16:30:00,256.0176894226479
2023-01-01 16:40:00,256.24970951087977
2023-01-01 16:50:00,256.17346068420045
2023-01-01 17:00:00,256.17346068420045
2023-01-01 17:10:00,257.5929335935605
2023-01-01 17:20:00,258.53264068926603
2023-01-01 17:30:00,257.82236732182207
2023-01-01 17:40:00,258.571127753492
2023-01-01 17:50:00,258.01552099639423
2023-01-01 18:00:00,258.88264235713297
2023-01-01 18:10:00,258.3270356000352
2023-01-01 18:20:00,258.2322868367433
2023-01-01 18:30:00,258.5766721961843
2023-01-01 18:40:00,258.5766721961843
2023-01-01 18:50:00,257.6213640499387
2023-01-01 19:00:00,268.9621381418468
2023-01-01 19:10:00,267.93535896950004
2023-01-01 19:20:00,267.6378031164466
