ymdhm,0
2023-01-01 00:00:00,258.40460319723724
2023-01-01 00:10:00,257.56193609699835
2023-01-01 00:20:00,257.2857736530849
2023-01-01 00:30:00,257.2804367377855
2023-01-01 00:40:00,257.2891704977515
2023-01-01 00:50:00,257.2804367377855
2023-01-01 01:00:00,257.2891704977515
2023-01-01 01:10:00,257.28194521510164
2023-01-01 01:20:00,257.287282130401
2023-01-01 01:30:00,257.287282130401
2023-01-01 01:40:00,257.287282130401
2023-01-01 01:50:00,257.287282130401
2023-01-01 02:00:00,258.1056221195032
2023-01-01 02:10:00,258.30540352332474
2023-01-01 02:20:00,258.3038950460086
2023-01-01 02:30:00,258.3086730711371
2023-01-01 02:40:00,257.54992294061753
2023-01-01 02:50:00,258.18894099014307
2023-01-01 03:00:00,258.32426430715526
2023-01-01 03:10:00,258.3086730711371
2023-01-01 03:20:00,258.30540352332474
2023-01-01 03:30:00,258.30540352332474
2023-01-01 03:40:00,258.30743950877354
2023-01-01 03:50:00,258.30540352332474
2023-01-01 04:00:00,258.30540352332474
2023-01-01 04:10:00,258.3011943012975
2023-01-01 04:20:00,258.3011943012975
2023-01-01 04:30:00,258.3011943012975
2023-01-01 04:40:00,258.30579345276624
2023-01-01 04:50:00,257.53964071044186
2023-01-01 05:00:00,257.2830729083738
2023-01-01 05:10:00,257.2958396687857
2023-01-01 05:20:00,257.27873337645724
2023-01-01 05:30:00,257.28076936190604
2023-01-01 05:40:00,258.0991093510082
2023-01-01 05:50:00,258.3060216515436
2023-01-01 06:00:00,257.55258989857754
2023-01-01 06:10:00,257.28108565121494
2023-01-01 06:20:00,257.27873337645724
2023-01-01 06:30:00,257.28790025861986
2023-01-01 06:40:00,257.2958396687857
2023-01-01 06:50:00,257.2792243777065
2023-01-01 07:00:00,257.27873337645724
2023-01-01 07:10:00,258.10859252247974
2023-01-01 07:20:00,257.56175678074015
2023-01-01 07:30:00,257.29025253337755
2023-01-01 07:40:00,257.29025253337755
2023-01-01 07:50:00,257.2978756542345
2023-01-01 08:00:00,257.28993624406866
2023-01-01 08:10:00,257.29025253337755
2023-01-01 08:20:00,258.0994256403171
2023-01-01 08:30:00,257.569696190906
2023-01-01 08:40:00,257.29025253337755
2023-01-01 08:50:00,257.28108565121494
2023-01-01 09:00:00,257.28108565121494
2023-01-01 09:10:00,257.29025253337755
2023-01-01 09:20:00,257.29214090072804
2023-01-01 09:30:00,257.30008031089386
2023-01-01 09:40:00,257.3150777556245
2023-01-01 09:50:00,258.10859252247974
2023-01-01 10:00:00,257.55227360926864
2023-01-01 10:10:00,257.28790025861986
2023-01-01 10:20:00,257.27873337645724
2023-01-01 10:30:00,257.27339646115786
2023-01-01 10:40:00,257.27873337645724
2023-01-01 10:50:00,257.28568480268365
2023-01-01 11:00:00,257.3655983122527
2023-01-01 11:10:00,257.3173708496255
2023-01-01 11:20:00,258.11111795537784
2023-01-01 11:30:00,258.3015077179736
2023-01-01 11:40:00,257.5541619766191
2023-01-01 11:50:00,258.1040785889098
2023-01-01 12:00:00,257.57578146793907
2023-01-01 12:10:00,258.0991093510082
2023-01-01 12:20:00,257.5742093898975
2023-01-01 12:30:00,257.28108565121494
2023-01-01 12:40:00,257.2857385998076
2023-01-01 12:50:00,257.2833863250499
2023-01-01 13:00:00,257.27873337645724
2023-01-01 13:10:00,257.27543244660666
2023-01-01 13:20:00,257.2972121394123
2023-01-01 13:30:00,257.2857385998076
2023-01-01 13:40:00,258.1102152132151
2023-01-01 13:50:00,258.3611180052308
2023-01-01 14:00:00,258.4294975199765
2023-01-01 14:10:00,258.4629842752629
2023-01-01 14:20:00,258.45833132667025
2023-01-01 14:30:00,258.42095115541093
2023-01-01 14:40:00,258.39541202023713
2023-01-01 14:50:00,259.18815295545585
2023-01-01 15:00:00,259.2852235880149
2023-01-01 15:10:00,259.2790869637096
2023-01-01 15:20:00,259.9992643089076
2023-01-01 15:30:00,259.54782662983
2023-01-01 15:40:00,259.2744340151169
2023-01-01 15:50:00,258.5767504019537
2023-01-01 16:00:00,258.31089935919937
2023-01-01 16:10:00,258.41906278806044
2023-01-01 16:20:00,259.14213604197306
2023-01-01 16:30:00,258.57071129150125
2023-01-01 16:40:00,258.31058306989047
2023-01-01 16:50:00,258.31089935919937
2023-01-01 17:00:00,258.3444737734917
2023-01-01 17:10:00,259.22208457876627
2023-01-01 17:20:00,259.4218659825878
2023-01-01 17:30:00,259.2905605033143
2023-01-01 17:40:00,259.26909709981754
2023-01-01 17:50:00,257.6914032719749
2023-01-01 18:00:00,258.10342876532076
2023-01-01 18:10:00,259.07125163278425
2023-01-01 18:20:00,258.5496544256485
2023-01-01 18:30:00,258.3429140834968
2023-01-01 18:40:00,258.34389413066805
2023-01-01 18:50:00,258.34090949012636
2023-01-01 19:00:00,258.3779324523676
2023-01-01 19:10:00,258.3725955370682
2023-01-01 19:20:00,258.3570359783237
2023-01-01 19:30:00,258.34090949012636
2023-01-01 19:40:00,258.35211175087
2023-01-01 19:50:00,259.0679507029337
2023-01-01 20:00:00,258.57559617719073
2023-01-01 20:10:00,258.33855721536867
2023-01-01 20:20:00,258.34389413066805
2023-01-01 20:30:00,258.34389413066805
2023-01-01 20:40:00,258.3464585462617
2023-01-01 20:50:00,258.33855721536867
2023-01-01 21:00:00,258.34090949012636
2023-01-01 21:10:00,258.3725955370682
2023-01-01 21:20:00,259.0999530391844
2023-01-01 21:30:00,259.33613019298576
2023-01-01 21:40:00,259.3205706342413
2023-01-01 21:50:00,259.3044441460439
2023-01-01 22:00:00,258.57229524734015
2023-01-01 22:10:00,258.34090949012636
2023-01-01 22:20:00,258.4307590664635
2023-01-01 22:30:00,259.1871042517024
2023-01-01 22:40:00,259.42328140550376
2023-01-01 22:50:00,259.3889568070817
2023-01-01 23:00:00,259.3097810613433
2023-01-01 23:10:00,259.3044441460439
2023-01-01 23:20:00,258.66298954313106
2023-01-01 23:30:00,258.4544098342868
2023-01-01 23:40:00,259.15277965328033
2023-01-01 23:50:00,259.33613019298576
2023-01-02 00:00:00,258.57794845194843
2023-01-02 00:10:00,258.30006660802536
2023-01-02 00:20:00,259.0775481606309
2023-01-02 00:30:00,258.5586703955422
2023-01-02 00:40:00,258.30775579808244
2023-01-02 00:50:00,258.31944811314315
